"ID"	"PROTEIN_NAME"	"NAME"	"SYNONYMS"	"TYPE"	"EXPRESSION_PROFIL"	"DESCRIPTION"	"PROTEIN_DOMAINS"	"CHROMOSOME"	"NT_START"	"NT_END"	"NB_IES"	"CTIP_early_log2FC"	"CTIP_early_padj"	"CTIP_early_REG"	"CTIP_inter_log2FC"	"CTIP_inter_padj"	"CTIP_inter_REG"	"KU80c_log2FC"	"KU80c_padj"	"KU80c_REG"	"PGM_log2FC"	"PGM_padj"	"PGM_REG"	"XRCC4_log2FC"	"XRCC4_padj"	"XRCC4_REG"	"TurboPGM_log2FC"	"TurboPGM_.log10pval"	"TurboPGML4_log2FC"	"TurboPGML4_.log10pval"	"Motif"	"Motif_STRAND"	"Motif_50_70"
"PTET.51.1.G0770014"	"PTET.51.1.P0770014"	"PTET.51.1.G0770014"	""	"Coding Gene"	"Intermediate peak"	"Coiled coil domain"	"coiled coil domain"	"scaffold51_77"	22953	24130	0	-4.7895914253158	0.0102365742264846	"Down-regulated"	-4.43013917187541	0.000221361064112269	"Down-regulated"	3.49290934079198	4.0141109342449e-05	"Up-regulated"	2.51204933583297	0.00450468180457546	"Up-regulated"	2.74586753044483	0.0371633092394383	"Up-regulated"	"3,323749994"	"2,069984853"	"2,796910961"	"2,34195233"	4	"both"	TRUE
"PTET.51.1.G0800198"	"PTET.51.1.P0800198"	"PTET.51.1.G0800198"	""	"Coding Gene"	"Intermediate peak"	"Chromo domain-like"	"chromo domain like; chromo domain shadow; chromo domain; chromo domain subgroup; chromo (chrromatin organisation modifier) domain"	"scaffold51_80"	273730	274227	0	-5.12920891497324	0.016891641460288	"Down-regulated"	-4.39691728021981	0.00217975729173814	"Down-regulated"	4.45986696638673	4.88188365825125e-06	"Up-regulated"	4.12613087389047	4.08002869861759e-05	"Up-regulated"	3.80176791404637	0.00799993911509295	"Up-regulated"	NA	NA	NA	NA	1	"moins"	TRUE
"PTET.51.1.G0810122"	"PTET.51.1.P0810122"	"PTET.51.1.G0810122"	""	"Coding Gene"	"Intermediate peak"	"SNF2-related"	"snf2 related; p loop containing nucleoside triphosphate hydrolase; helicase superfamily 1 2 atp binding domain; helicase c terminal; zinc finger ring fyve phd type; coiled coil domain; zinc finger ring type; helicase conserved c terminal domain; snf2 family n terminal domain"	"scaffold51_81"	206916	210716	0	-2.29419694354515	0.0160862724889581	"Down-regulated"	-2.6824200501001	1.09722607599883e-05	"Down-regulated"	2.56831298907314	1.56589688211583e-09	"Up-regulated"	2.13560188075446	1.48905176213174e-06	"Up-regulated"	1.37575397368713	0.0437671778891446	"Up-regulated"	NA	NA	"4,34665997"	"1,826458583"	1	"moins"	TRUE
"PTET.51.1.G0840161"	"PTET.51.1.P0840161"	"RF1b"	""	"Coding Gene"	"Intermediate peak"	"Coiled coil domain"	"zinc finger ring fyve phd type; coiled coil domain; zinc finger ring type"	"scaffold51_84"	273211	274857	0	-2.90776631780585	0.00381786402225912	"Down-regulated"	-3.06972686690643	1.64626867004111e-06	"Down-regulated"	3.32873300767494	2.66279833057623e-14	"Up-regulated"	3.51092023969373	4.87320654781186e-15	"Up-regulated"	3.34229931923756	2.24420019399872e-09	"Up-regulated"	NA	NA	NA	NA	1	"moins"	TRUE
"PTET.51.1.G0860013"	"PTET.51.1.P0860013"	"DIE5a"	""	"Coding Gene"	"Intermediate peak"	""	""	"scaffold51_86"	21699	22352	0	-3.58930246058286	0.00514495471079824	"Down-regulated"	-3.52309351017214	1.61440073635855e-05	"Down-regulated"	2.43165460491229	3.20928605783303e-05	"Up-regulated"	2.41400247297927	5.5365721114273e-05	"Up-regulated"	2.66031674607067	0.00102809979842794	"Up-regulated"	NA	NA	NA	NA	1	"moins"	TRUE
"PTET.51.1.G0920152"	"PTET.51.1.P0920152"	"PTET.51.1.G0920152"	""	"Coding Gene"	"Intermediate peak"	"Coiled coil domain"	"coiled coil domain"	"scaffold51_92"	240360	242869	1	-3.89216301474244	0.0036902175221369	"Down-regulated"	-3.76882222629219	1.0485365989192e-05	"Down-regulated"	4.97553837869132	1.67528786302368e-17	"Up-regulated"	4.01581663455487	4.5158437520656e-11	"Up-regulated"	2.75991051803575	0.00117620244676725	"Up-regulated"	NA	NA	NA	NA	1	"plus"	TRUE
"PTET.51.1.G0920155"	"PTET.51.1.P0920155"	"mtFL8A"	""	"Coding Gene"	"Intermediate peak"	""	""	"scaffold51_92"	251489	253511	0	NA	NA	NA	-3.07075826549567	5.60057198210882e-05	"Down-regulated"	3.88347197160415	1.12755156832162e-13	"Up-regulated"	3.1915509581775	4.99502275857706e-09	"Up-regulated"	2.42408207675774	0.00138580903680928	"Up-regulated"	NA	NA	NA	NA	1	"plus"	TRUE
"PTET.51.1.G0930087"	"PTET.51.1.P0930087"	"PTET.51.1.G0930087"	""	"Coding Gene"	"Intermediate peak"	"Coiled coil domain"	"coiled coil domain"	"scaffold51_93"	141092	141763	0	-1.90474633734289	0.0409248990154631	"Down-regulated"	-2.63043141017084	1.15681347173077e-05	"Down-regulated"	3.80041792192397	8.95535041086092e-21	"Up-regulated"	3.4649012800287	2.50522370437673e-16	"Up-regulated"	3.49808268300955	1.11299236298614e-11	"Up-regulated"	NA	NA	NA	NA	2	"moins"	TRUE
"PTET.51.1.G0930132"	"PTET.51.1.P0930132"	"PTET.51.1.G0930132"	""	"Coding Gene"	"Intermediate peak"	""	""	"scaffold51_93"	210999	212754	0	-3.57654193971365	0.0105032192359966	"Down-regulated"	-3.43655682608796	0.000120704812282502	"Down-regulated"	1.89319635142711	0.00356861011640402	"Up-regulated"	2.00320390736972	0.00234366239893569	"Up-regulated"	2.04102261066498	0.038311965829976	"Up-regulated"	NA	NA	NA	NA	1	"moins"	TRUE
"PTET.51.1.G0940013"	"PTET.51.1.P0940013"	"PTET.51.1.G0940013"	""	"Coding Gene"	"Intermediate peak"	"Coiled coil domain"	"coiled coil domain"	"scaffold51_94"	20182	21144	1	-3.30159488137418	0.0222011735156314	"Down-regulated"	-3.95052885729203	2.11082511495944e-05	"Down-regulated"	2.97342310639546	6.57853389281108e-06	"Up-regulated"	2.48381134807256	0.000269292118715539	"Up-regulated"	3.02151379465346	0.00101588985614428	"Up-regulated"	NA	NA	NA	NA	2	"plus"	TRUE
"PTET.51.1.G0940093"	"PTET.51.1.P0940093"	"PTET.51.1.G0940093"	""	"Coding Gene"	"Intermediate peak"	"P-loop containing nucleoside triphosphate hydrolase"	"snf2 related; p loop containing nucleoside triphosphate hydrolase; helicase superfamily 1 2 atp binding domain; helicase c terminal; zinc finger ring fyve phd type; coiled coil domain; zinc finger ring type; helicase conserved c terminal domain; snf2 family n terminal domain"	"scaffold51_94"	145537	149325	0	NA	NA	NA	-2.78189333909208	3.53412991575475e-05	"Down-regulated"	2.70814316488618	8.47879654463543e-09	"Up-regulated"	2.23245897969488	5.33208119700137e-06	"Up-regulated"	2.03260996909853	0.0029073437161661	"Up-regulated"	NA	NA	NA	NA	1	"moins"	TRUE
"PTET.51.1.G0950057"	"PTET.51.1.P0950057"	"PTET.51.1.G0950057"	""	"Coding Gene"	"Intermediate peak"	""	""	"scaffold51_95"	86845	87286	0	-6.14370716162596	0.0166158873849957	"Down-regulated"	-5.72599477129324	0.000178834804489889	"Down-regulated"	9.16397775416643	1.35835178713064e-19	"Up-regulated"	7.69557693300656	2.29188398697814e-13	"Up-regulated"	5.40702040403215	0.000130059698276087	"Up-regulated"	NA	NA	NA	NA	1	"moins"	TRUE
"PTET.51.1.G0950081"	"PTET.51.1.P0950081"	"DIE5b"	""	"Coding Gene"	"Intermediate peak"	""	""	"scaffold51_95"	128931	129596	0	-4.19500335697425	0.0179927786522872	"Down-regulated"	-4.00530053081286	0.000556233238911354	"Down-regulated"	1.83175654777733	0.0308627028906443	"Up-regulated"	1.98010416279121	0.0210218886525587	"Up-regulated"	2.54864681079505	0.0451046285259271	"Up-regulated"	NA	NA	NA	NA	1	"moins"	TRUE
"PTET.51.1.G0970059"	"PTET.51.1.P0970059"	"PTET.51.1.G0970059"	""	"Coding Gene"	"Intermediate peak"	"Chromo domain/shadow"	"chromo domain like; chromo domain; chromo domain shadow"	"scaffold51_97"	75594	76439	1	-3.13193731398109	0.0174558690755455	"Down-regulated"	-3.84348633699895	5.84085856256755e-06	"Down-regulated"	3.27587947024517	2.22576287195279e-08	"Up-regulated"	2.82347519816512	3.60638853324287e-06	"Up-regulated"	2.98561917252299	0.000207964047261029	"Up-regulated"	NA	NA	NA	NA	2	"plus"	TRUE
"PTET.51.1.G0970093"	"PTET.51.1.P0970093"	"PTET.51.1.G0970093"	""	"Coding Gene"	"Intermediate peak"	"HTH CenpB-type DNA-binding domain"	"hth cenpb type dna binding domain; homeodomain like"	"scaffold51_97"	131580	132361	1	-4.49686998336685	0.0151763281230734	"Down-regulated"	-3.75913685661621	0.00210182234559864	"Down-regulated"	3.11445856280828	0.000205487161128576	"Up-regulated"	2.95150775058612	0.000575899861088103	"Up-regulated"	2.97700543641219	0.0171814870779049	"Up-regulated"	NA	NA	NA	NA	1	"moins"	TRUE
"PTET.51.1.G1020165"	"PTET.51.1.P1020165"	"PTET.51.1.G1020165"	""	"Coding Gene"	"Intermediate peak"	"Zinc finger, C2H2"	"zinc finger c2h2"	"scaffold51_102"	244070	244650	0	-5.43282095939907	0.0107140334351595	"Down-regulated"	-4.62071338443665	0.000625229887277993	"Down-regulated"	3.51952745680153	0.000207746542143957	"Up-regulated"	3.71185876918758	0.000119207916198668	"Up-regulated"	3.42855178814379	0.0144425351939293	"Up-regulated"	NA	NA	NA	NA	1	"moins"	TRUE
"PTET.51.1.G1120107"	"PTET.51.1.P1120107"	"PTET.51.1.G1120107"	""	"Coding Gene"	"Intermediate peak"	"Homeodomain-like"	"myb like dna binding domain; homeodomain like; sant myb domain; myb like domain"	"scaffold51_112"	179268	180166	0	-3.98240552098772	0.0259836105979015	"Down-regulated"	-3.81348380452431	0.00127494277802855	"Down-regulated"	3.00478221925175	0.0002506312601884	"Up-regulated"	2.90047968951349	0.000535968442720458	"Up-regulated"	3.17394486043386	0.00726718909077261	"Up-regulated"	NA	NA	"3,520545822"	"2,24297968"	1	"moins"	TRUE
"PTET.51.1.G1180067"	"PTET.51.1.P1180067"	"PTET.51.1.G1180067"	""	"Coding Gene"	"Intermediate peak"	""	""	"scaffold51_118"	95616	97371	0	-3.5887420063786	0.0136623085498247	"Down-regulated"	-3.38125296646597	0.000337485398547553	"Down-regulated"	2.31477419957718	0.00058737375402469	"Up-regulated"	2.49900188794988	0.000252518621587918	"Up-regulated"	2.45820388531862	0.012522445683149	"Up-regulated"	NA	NA	NA	NA	1	"moins"	TRUE
"PTET.51.1.G1590024"	"PTET.51.1.P1590024"	"PTET.51.1.G1590024"	""	"Coding Gene"	"Intermediate peak"	"Coiled coil domain"	"coiled coil domain"	"scaffold51_159"	40911	42390	0	-3.1688684461757	0.0166938697941222	"Down-regulated"	-3.79850988837987	8.07034949969646e-06	"Down-regulated"	3.02653012933657	4.01769389495683e-07	"Up-regulated"	2.19848223865587	0.000420040867511206	"Up-regulated"	2.026223339461	0.0288391918058544	"Up-regulated"	"2,256703492"	"1,964032069"	"2,4464461"	"1,997892909"	1	"plus"	TRUE
"PTET.51.1.G1660029"	"PTET.51.1.P1660029"	"PTET.51.1.G1660029"	""	"Coding Gene"	"Intermediate peak"	"Histone H2A.Y"	""	"scaffold51_166"	51088	51705	0	-3.51706992802747	0.0164529323085576	"Down-regulated"	-3.57018765915621	0.0001575675048384	"Down-regulated"	3.06485059419332	4.11304701104222e-06	"Up-regulated"	2.88106760103605	2.62712511381515e-05	"Up-regulated"	2.97577112913599	0.00147080781976579	"Up-regulated"	NA	NA	NA	NA	1	"moins"	TRUE
"PTET.51.1.G1670111"	"PTET.51.1.P1670111"	"PTET.51.1.G1670111"	""	"Coding Gene"	"Intermediate peak"	""	""	"scaffold51_167"	187504	188628	0	NA	NA	NA	-4.4799156908534	0.000448066692038266	"Down-regulated"	3.90024285963797	1.22273788989413e-05	"Up-regulated"	3.32629073798422	0.000300527972056001	"Up-regulated"	3.39973092575531	0.00960178940336964	"Up-regulated"	NA	NA	NA	NA	1	"moins"	TRUE
"PTET.51.1.G1740041"	"PTET.51.1.P1740041"	"PTET.51.1.G1740041"	""	"Coding Gene"	"Intermediate peak"	""	""	"scaffold51_174"	78132	78858	0	-4.20054122862084	0.00741037212935502	"Down-regulated"	-3.50905264176377	0.000595837584612361	"Down-regulated"	2.99361114244154	2.87237173946023e-05	"Up-regulated"	2.83992800197028	0.000108184406890893	"Up-regulated"	2.92005015088825	0.00449679387269431	"Up-regulated"	NA	NA	"2,350928551"	"1,2913424"	1	"plus"	TRUE
"PTET.51.1.G1770039"	"PTET.51.1.P1770039"	"PTET.51.1.G1770039"	""	"Coding Gene"	"Intermediate peak"	"Bromo adjacent homology (BAH) domain"	"zinc finger fyve phd type; zinc finger ring fyve phd type; zinc finger phd finger; bromo adjacent homology (bah) domain; zinc finger phd type"	"scaffold51_177"	66232	66981	0	-3.63592184593429	0.0102365742264846	"Down-regulated"	-3.69530920653809	3.76736812233776e-05	"Down-regulated"	2.43339669044705	0.000166500146726534	"Up-regulated"	2.3039210357575	0.000490179040039982	"Up-regulated"	2.4120358034436	0.0106590926478297	"Up-regulated"	NA	NA	NA	NA	1	"moins"	TRUE
"PTET.51.1.G2740007"	"PTET.51.1.P2740007"	"PTET.51.1.G2740007"	""	"Coding Gene"	"Intermediate peak"	"Homeodomain-like"	"myb like dna binding domain; homeodomain like; sant myb domain; myb like domain"	"scaffold51_274"	7097	7998	0	-4.00247360567449	0.0173814140649845	"Down-regulated"	-3.87449589767562	0.000332118952599775	"Down-regulated"	3.03617945953343	6.29350863556486e-05	"Up-regulated"	2.86727387846723	0.000223377673195204	"Up-regulated"	3.14648379944407	0.00356451070941349	"Up-regulated"	NA	NA	NA	NA	1	"moins"	TRUE
"PTET.51.1.G3010001"	"PTET.51.1.P3010001"	"PTET.51.1.G3010001"	""	"Coding Gene"	"Intermediate peak"	"Zinc finger, C2H2"	"coiled coil domain; zinc finger c2h2"	"scaffold51_301"	1406	1881	0	-4.41126730799697	0.0148815632242345	"Down-regulated"	-4.0337695847625	0.000523669843436944	"Down-regulated"	1.78963686099978	0.0349850219964018	"Up-regulated"	2.75242635586706	0.00102084533889315	"Up-regulated"	2.76907169673402	0.024882083097785	"Up-regulated"	NA	NA	NA	NA	1	"plus"	TRUE
